,年化收益率,季度胜率,夏普比率,卡玛比率,cmo_length,m_length
绩效数据,0.000682323,0.547619048,-0.176390658,0.000999961,95,100
绩效数据,0.00110537,0.5,-0.175962324,0.00183719,90,195
绩效数据,0.000845928,0.595238095,-0.17565674,0.001210679,120,75
绩效数据,0.000771113,0.523809524,-0.175527061,0.001117276,50,125
绩效数据,0.001114544,0.523809524,-0.175515698,0.001848971,130,110
绩效数据,0.001235598,0.5,-0.175166338,0.002184213,180,90
绩效数据,0.001224899,0.5,-0.175106045,0.002225856,165,95
绩效数据,0.001276849,0.452380952,-0.175060636,0.002269831,40,235
绩效数据,0.001205983,0.5,-0.175036246,0.001706392,25,200
绩效数据,0.001444699,0.5,-0.174367562,0.002295055,100,180
绩效数据,0.001382527,0.571428571,-0.174073738,0.002175892,90,120
绩效数据,0.001635289,0.523809524,-0.173505688,0.002651497,160,120
绩效数据,0.001179315,0.619047619,-0.173303475,0.001776344,100,60
绩效数据,0.001905729,0.5,-0.173176927,0.003027694,130,235
绩效数据,0.001308769,0.571428571,-0.173060689,0.002038965,110,60
绩效数据,0.001477544,0.523809524,-0.172823352,0.00226926,45,150
绩效数据,0.001770958,0.5,-0.172553118,0.003044786,145,95
绩效数据,0.001796268,0.523809524,-0.172396173,0.003211331,125,105
绩效数据,0.001487985,0.5,-0.172319729,0.002229059,40,135
绩效数据,0.001647777,0.547619048,-0.172306469,0.002586974,140,65
绩效数据,0.001859054,0.595238095,-0.172211502,0.002860079,190,65
绩效数据,0.001590415,0.547619048,-0.171991697,0.002389478,110,75
绩效数据,0.002272399,0.476190476,-0.171326494,0.003921503,225,105
绩效数据,0.001858689,0.547619048,-0.171037674,0.002702875,125,65
绩效数据,0.002225041,0.5,-0.170774377,0.003792518,185,90
绩效数据,0.002273107,0.5,-0.170268199,0.003983328,130,105
绩效数据,0.00231621,0.476190476,-0.170120083,0.003816118,155,90
绩效数据,0.002106414,0.547619048,-0.16963397,0.003036219,80,100
绩效数据,0.002455368,0.595238095,-0.169445703,0.003740454,170,65
绩效数据,0.002561665,0.476190476,-0.169316467,0.004183795,95,185
绩效数据,0.002430426,0.5,-0.168564775,0.003902856,25,175
绩效数据,0.002544687,0.571428571,-0.168036222,0.003898753,40,155
绩效数据,0.002921527,0.523809524,-0.168003442,0.004639565,60,235
绩效数据,0.002163446,0.547619048,-0.1679502,0.003077666,15,75
绩效数据,0.002782075,0.523809524,-0.167849264,0.004025416,30,185
绩效数据,0.002932742,0.547619048,-0.16763841,0.004811805,205,75
绩效数据,0.002518256,0.547619048,-0.167226155,0.004402406,5,145
绩效数据,0.002967128,0.5,-0.16719461,0.004500606,25,225
绩效数据,0.003059695,0.523809524,-0.1670643,0.004931114,200,80
绩效数据,0.003033177,0.547619048,-0.166815029,0.00519785,115,115
绩效数据,0.003081364,0.523809524,-0.166597597,0.004886428,135,95
绩效数据,0.003102791,0.619047619,-0.166542177,0.004726725,175,65
绩效数据,0.003363991,0.5,-0.166252242,0.005572611,235,85
绩效数据,0.002587919,0.523809524,-0.166247246,0.003934638,10,90
绩效数据,0.002927046,0.452380952,-0.165822939,0.004821339,30,140
绩效数据,0.003313964,0.523809524,-0.165734279,0.005199218,205,60
绩效数据,0.003382586,0.5,-0.165541743,0.006069477,180,95
绩效数据,0.003361724,0.547619048,-0.165355486,0.005100698,105,130
绩效数据,0.002750821,0.547619048,-0.164897348,0.00462767,15,45
绩效数据,0.003538184,0.5,-0.164630623,0.006381629,160,95
绩效数据,0.00324438,0.571428571,-0.164586127,0.00475205,85,100
绩效数据,0.003169325,0.5,-0.164356963,0.004715657,90,65
绩效数据,0.003292665,0.571428571,-0.164245458,0.004826981,95,80
绩效数据,0.003823601,0.476190476,-0.16416673,0.006237454,85,235
绩效数据,0.003637127,0.547619048,-0.163993383,0.005773975,85,130
绩效数据,0.003349908,0.5,-0.163931686,0.004963178,45,125
绩效数据,0.003879776,0.476190476,-0.163845696,0.006574161,220,90
绩效数据,0.003417916,0.571428571,-0.163763406,0.00490505,100,80
绩效数据,0.003775793,0.523809524,-0.163442361,0.00555486,30,195
绩效数据,0.003877549,0.571428571,-0.162983284,0.006020519,145,80
绩效数据,0.003893684,0.5,-0.162954851,0.007292782,135,100
绩效数据,0.003918468,0.619047619,-0.16286078,0.006094819,170,70
绩效数据,0.003735851,0.523809524,-0.162340256,0.005671604,105,75
绩效数据,0.004081693,0.476190476,-0.162124087,0.006502511,65,175
绩效数据,0.0038869,0.547619048,-0.161709267,0.00593169,125,60
绩效数据,0.003508363,0.523809524,-0.161622614,0.005610532,15,60
绩效数据,0.004298525,0.523809524,-0.161184163,0.008188713,150,100
绩效数据,0.004294862,0.571428571,-0.161081413,0.007255363,105,115
绩效数据,0.004102453,0.571428571,-0.161048191,0.006324527,130,65
绩效数据,0.00444468,0.571428571,-0.160856249,0.006861949,105,180
绩效数据,0.004371463,0.547619048,-0.160816285,0.006240207,20,220
绩效数据,0.004607,0.476190476,-0.16075719,0.007778142,230,105
绩效数据,0.004472514,0.523809524,-0.160540746,0.007067419,210,60
绩效数据,0.004540637,0.476190476,-0.160367223,0.007729669,170,110
绩效数据,0.004189364,0.5,-0.160177216,0.006319946,40,130
绩效数据,0.004646434,0.5,-0.15961356,0.00839621,125,125
绩效数据,0.004333741,0.523809524,-0.159587596,0.006551323,100,75
绩效数据,0.00492119,0.5,-0.159056721,0.008138852,220,85
绩效数据,0.004565161,0.571428571,-0.158628076,0.006565707,90,90
绩效数据,0.004707201,0.547619048,-0.158036391,0.006998331,120,65
绩效数据,0.004313209,0.571428571,-0.15798143,0.006854582,25,35
绩效数据,0.00519758,0.5,-0.157726993,0.008839366,150,150
绩效数据,0.005114973,0.523809524,-0.157637852,0.008784761,80,190
绩效数据,0.004780646,0.476190476,-0.157588107,0.007280761,35,140
绩效数据,0.005128549,0.523809524,-0.157382139,0.007953445,110,125
绩效数据,0.005185352,0.476190476,-0.157168659,0.009214282,150,95
绩效数据,0.004519049,0.5,-0.157129376,0.006391753,35,35
绩效数据,0.005250814,0.523809524,-0.15698501,0.008947287,180,85
绩效数据,0.005403266,0.523809524,-0.156466263,0.00913048,195,85
绩效数据,0.005113036,0.5,-0.15617564,0.007670054,15,165
绩效数据,0.005034956,0.547619048,-0.155961343,0.009128513,5,140
绩效数据,0.005491247,0.619047619,-0.155937711,0.008242391,205,65
绩效数据,0.005467675,0.523809524,-0.155894235,0.008849892,120,125
绩效数据,0.005684272,0.476190476,-0.155596998,0.009867583,215,90
绩效数据,0.00552335,0.595238095,-0.155487392,0.008863687,95,120
绩效数据,0.004927168,0.595238095,-0.155483946,0.008209281,5,80
绩效数据,0.005567369,0.5,-0.155444227,0.008959843,30,215
绩效数据,0.005726996,0.523809524,-0.155292832,0.00917658,180,115
绩效数据,0.005890657,0.5,-0.154377348,0.010523784,200,90
绩效数据,0.005638631,0.571428571,-0.154171582,0.008788681,100,100
绩效数据,0.005857958,0.523809524,-0.154157369,0.00940452,195,60
绩效数据,0.005550831,0.523809524,-0.153609078,0.008450391,130,10
绩效数据,0.006286852,0.476190476,-0.153147419,0.010563859,110,230
绩效数据,0.005718309,0.523809524,-0.152950206,0.008462741,85,65
绩效数据,0.006160361,0.5,-0.152819562,0.010867053,160,100
绩效数据,0.006133186,0.571428571,-0.152661173,0.010035605,95,115
绩效数据,0.0058682,0.523809524,-0.152439729,0.008653274,15,150
绩效数据,0.006237354,0.523809524,-0.152336802,0.010314602,120,105
绩效数据,0.006420931,0.5,-0.151615652,0.011631906,155,100
绩效数据,0.006743735,0.5,-0.15118506,0.010685764,235,130
绩效数据,0.006168001,0.547619048,-0.151034683,0.011522971,5,155
绩效数据,0.006428945,0.523809524,-0.150827644,0.009811461,30,175
绩效数据,0.006528805,0.523809524,-0.150163674,0.009872434,105,90
绩效数据,0.006765745,0.571428571,-0.14993511,0.011260839,110,110
绩效数据,0.006770867,0.571428571,-0.149912003,0.011124574,95,125
绩效数据,0.006780375,0.595238095,-0.1497441,0.010458623,140,70
绩效数据,0.006830464,0.523809524,-0.149701687,0.011106581,155,80
绩效数据,0.006941638,0.523809524,-0.149621056,0.011306067,105,185
绩效数据,0.006588596,0.571428571,-0.149570702,0.010057855,120,60
绩效数据,0.006711033,0.547619048,-0.149560392,0.009898753,125,80
绩效数据,0.00692236,0.571428571,-0.149266277,0.010788171,100,130
绩效数据,0.006496211,0.547619048,-0.148820015,0.009594283,10,85
绩效数据,0.00674092,0.571428571,-0.148817646,0.010421014,115,60
绩效数据,0.007172441,0.5,-0.14851657,0.012024183,170,115
绩效数据,0.00717541,0.547619048,-0.148396366,0.011451667,215,60
绩效数据,0.007356646,0.5,-0.14834993,0.011408959,225,130
绩效数据,0.006969197,0.547619048,-0.147744338,0.010223596,50,120
绩效数据,0.006499707,0.571428571,-0.147676393,0.013665953,5,10
绩效数据,0.007341728,0.523809524,-0.147484973,0.012500697,175,85
绩效数据,0.007355375,0.476190476,-0.147423354,0.011271811,25,235
绩效数据,0.00756215,0.452380952,-0.147011487,0.012780828,130,170
绩效数据,0.007278519,0.476190476,-0.146800474,0.011620915,25,170
绩效数据,0.007536725,0.523809524,-0.146604448,0.011906051,200,60
绩效数据,0.007720342,0.5,-0.146038008,0.013043255,205,80
绩效数据,0.00781151,0.452380952,-0.145453793,0.014251614,85,185
绩效数据,0.007397486,0.523809524,-0.145004476,0.011008491,25,80
绩效数据,0.007586409,0.571428571,-0.144983831,0.011345335,100,70
绩效数据,0.007576544,0.571428571,-0.144577203,0.011087737,65,75
绩效数据,0.008036196,0.523809524,-0.144559627,0.012686128,105,175
绩效数据,0.00798215,0.547619048,-0.144447807,0.011727183,30,190
绩效数据,0.008184893,0.452380952,-0.144427729,0.01376805,90,235
绩效数据,0.007486352,0.523809524,-0.144422289,0.011071968,85,10
绩效数据,0.00763976,0.523809524,-0.144343587,0.011674114,135,10
绩效数据,0.007748177,0.571428571,-0.144311053,0.01135228,85,90
绩效数据,0.007911269,0.619047619,-0.14397563,0.011908708,130,70
绩效数据,0.008141291,0.523809524,-0.143963711,0.013780035,185,85
绩效数据,0.008331194,0.476190476,-0.143861442,0.014042302,105,235
绩效数据,0.007993756,0.571428571,-0.143797875,0.012008713,130,75
绩效数据,0.008294204,0.5,-0.143146031,0.015474281,145,105
绩效数据,0.008464103,0.476190476,-0.143052304,0.015058332,200,110
绩效数据,0.008397298,0.571428571,-0.142646333,0.012077657,220,20
绩效数据,0.007792343,0.523809524,-0.142608557,0.011220393,25,40
绩效数据,0.008625635,0.452380952,-0.142319631,0.013939542,110,200
绩效数据,0.008385846,0.547619048,-0.142036445,0.01280673,20,185
绩效数据,0.008578537,0.5,-0.141851579,0.015888542,140,105
绩效数据,0.008365974,0.547619048,-0.141546953,0.012165551,70,105
绩效数据,0.008348635,0.547619048,-0.141362521,0.012969196,80,85
绩效数据,0.008765754,0.523809524,-0.141106998,0.016023537,165,100
绩效数据,0.008738708,0.547619048,-0.141051644,0.013417808,90,135
绩效数据,0.008728798,0.571428571,-0.141032222,0.014282427,90,125
绩效数据,0.008784592,0.523809524,-0.140921446,0.012749494,20,225
绩效数据,0.008217626,0.571428571,-0.140897965,0.012534419,15,70
绩效数据,0.008856708,0.5,-0.140618587,0.013015827,20,235
绩效数据,0.009029115,0.5,-0.140174001,0.015482092,55,235
绩效数据,0.008736573,0.5,-0.139515064,0.013891237,35,120
绩效数据,0.009081698,0.571428571,-0.139371288,0.013395264,130,80
绩效数据,0.008874824,0.523809524,-0.138868296,0.013561382,140,10
绩效数据,0.009098116,0.571428571,-0.138650936,0.013219944,120,80
绩效数据,0.008733309,0.547619048,-0.138612015,0.012777883,75,10
绩效数据,0.009408004,0.476190476,-0.138129592,0.014100807,25,230
绩效数据,0.009514611,0.547619048,-0.137534725,0.015689394,120,100
绩效数据,0.009610586,0.5,-0.137290623,0.018100098,170,95
绩效数据,0.009772283,0.452380952,-0.137271051,0.016567078,95,235
绩效数据,0.009340219,0.5,-0.136934241,0.014277479,40,125
绩效数据,0.009686503,0.571428571,-0.136645224,0.014783649,135,75
绩效数据,0.009360775,0.571428571,-0.136621886,0.013950134,10,130
绩效数据,0.009777784,0.5,-0.136535337,0.017478452,160,105
绩效数据,0.00981484,0.523809524,-0.136464766,0.017272618,155,120
绩效数据,0.009578279,0.571428571,-0.136075065,0.014476246,60,110
绩效数据,0.010027073,0.523809524,-0.135963004,0.01698381,230,80
绩效数据,0.00989929,0.571428571,-0.135753782,0.016636,100,115
绩效数据,0.009749862,0.523809524,-0.134993535,0.018353359,5,150
绩效数据,0.009729418,0.571428571,-0.134978261,0.014398618,70,70
绩效数据,0.010196732,0.595238095,-0.133650072,0.014758551,110,80
绩效数据,0.010300596,0.547619048,-0.132954765,0.015399462,35,145
绩效数据,0.010246994,0.5,-0.132826517,0.015586366,95,65
绩效数据,0.010270974,0.571428571,-0.132607964,0.015176874,10,135
绩效数据,0.010666075,0.5,-0.13240655,0.015715301,25,215
绩效数据,0.010901264,0.5,-0.132029655,0.018470203,225,90
绩效数据,0.010985907,0.523809524,-0.13164564,0.018650117,235,80
绩效数据,0.010965468,0.547619048,-0.131558912,0.019378863,105,190
绩效数据,0.010471852,0.523809524,-0.131552526,0.015941982,125,10
绩效数据,0.010840428,0.571428571,-0.131509619,0.018135714,105,110
绩效数据,0.010653597,0.547619048,-0.131311786,0.016028345,80,95
绩效数据,0.010965812,0.523809524,-0.131085181,0.018453388,140,110
绩效数据,0.010784684,0.5,-0.130679285,0.015364311,145,25
绩效数据,0.011188996,0.5,-0.130575598,0.018199008,100,200
绩效数据,0.011138873,0.571428571,-0.130222939,0.018654111,105,120
绩效数据,0.011216631,0.5,-0.130221548,0.019157387,95,190
绩效数据,0.010679963,0.523809524,-0.12986179,0.014596485,40,35
绩效数据,0.011276997,0.523809524,-0.129691362,0.020573881,130,125
绩效数据,0.011283656,0.523809524,-0.129661296,0.018980365,145,110
绩效数据,0.01135675,0.523809524,-0.129320313,0.018409755,190,60
绩效数据,0.011148207,0.595238095,-0.1291606,0.01688816,110,70
绩效数据,0.011599108,0.5,-0.128717076,0.019963012,215,85
绩效数据,0.011158033,0.523809524,-0.128167245,0.016419866,90,10
绩效数据,0.011300918,0.523809524,-0.128121871,0.016965721,90,70
绩效数据,0.011693228,0.5,-0.128117225,0.020789746,205,85
绩效数据,0.011506937,0.619047619,-0.127831768,0.017517773,125,70
绩效数据,0.011712334,0.523809524,-0.127652743,0.016946524,25,205
绩效数据,0.011424264,0.5,-0.127627106,0.016275483,140,25
绩效数据,0.011895213,0.547619048,-0.127060336,0.02052903,85,190
绩效数据,0.011740512,0.547619048,-0.126404282,0.017607814,95,75
绩效数据,0.012001717,0.571428571,-0.126315066,0.020021666,100,120
绩效数据,0.011595532,0.547619048,-0.125793152,0.018805319,40,30
绩效数据,0.011822515,0.547619048,-0.125645777,0.018343388,75,65
绩效数据,0.011912147,0.547619048,-0.125448307,0.018645704,100,65
绩效数据,0.012352678,0.547619048,-0.124731831,0.02057092,115,105
绩效数据,0.011981095,0.547619048,-0.124458668,0.021112096,5,90
绩效数据,0.012490041,0.5,-0.124371371,0.02278683,90,185
绩效数据,0.012496892,0.5,-0.124252174,0.022116522,155,110
绩效数据,0.012390925,0.5,-0.124043797,0.020713221,25,180
绩效数据,0.012575066,0.547619048,-0.12381076,0.021829439,135,110
绩效数据,0.012603167,0.523809524,-0.123601843,0.018943882,25,195
绩效数据,0.01240761,0.571428571,-0.123464017,0.018544425,75,100
绩效数据,0.012415595,0.642857143,-0.123428296,0.019401625,120,55
绩效数据,0.012464222,0.523809524,-0.123167408,0.01954568,105,65
绩效数据,0.01262305,0.571428571,-0.122457026,0.019533932,85,85
绩效数据,0.01267335,0.642857143,-0.122232057,0.019804414,115,55
绩效数据,0.013048841,0.571428571,-0.121605758,0.020544725,100,125
绩效数据,0.01311939,0.547619048,-0.121320499,0.021533111,120,115
绩效数据,0.013213142,0.5,-0.121148174,0.022917149,90,190
绩效数据,0.012801518,0.523809524,-0.121093877,0.019488583,120,10
绩效数据,0.013018058,0.547619048,-0.12099911,0.020343356,130,60
绩效数据,0.013432608,0.452380952,-0.120755819,0.022057231,235,125
绩效数据,0.013377973,0.476190476,-0.120628447,0.022739911,200,95
绩效数据,0.013415583,0.547619048,-0.119996899,0.021361202,180,60
绩效数据,0.013562609,0.476190476,-0.119877105,0.024128992,195,110
绩效数据,0.013563874,0.547619048,-0.119168435,0.01960663,30,180
绩效数据,0.013515395,0.547619048,-0.11882171,0.021045787,20,175
绩效数据,0.013571215,0.523809524,-0.118741357,0.022124523,145,60
绩效数据,0.013730535,0.547619048,-0.118575373,0.022227466,115,125
绩效数据,0.013575164,0.523809524,-0.117924212,0.020025645,85,70
绩效数据,0.014142969,0.547619048,-0.116655521,0.02131674,85,135
绩效数据,0.013902773,0.619047619,-0.116462327,0.022213015,95,60
绩效数据,0.014429963,0.5,-0.116222942,0.022951792,230,130
绩效数据,0.013792322,0.523809524,-0.116077884,0.023302259,60,15
绩效数据,0.014029545,0.547619048,-0.115941362,0.021332963,70,90
绩效数据,0.014374436,0.476190476,-0.115936148,0.025245518,175,110
绩效数据,0.013810561,0.571428571,-0.11592306,0.023020016,40,15
绩效数据,0.01446767,0.476190476,-0.115867906,0.026563002,215,105
绩效数据,0.01389542,0.5,-0.115608576,0.019055891,30,40
绩效数据,0.014392946,0.523809524,-0.115573013,0.022783194,115,120
绩效数据,0.014585683,0.523809524,-0.115156575,0.027759489,205,90
绩效数据,0.01433098,0.571428571,-0.11485846,0.021497562,105,70
绩效数据,0.01425327,0.547619048,-0.114846119,0.020431578,70,75
绩效数据,0.014575769,0.547619048,-0.114716694,0.025283451,110,115
绩效数据,0.014581401,0.547619048,-0.114706587,0.021788427,210,20
绩效数据,0.014630031,0.571428571,-0.114487181,0.02379863,105,125
绩效数据,0.014429767,0.571428571,-0.114471212,0.021659252,85,95
绩效数据,0.014404736,0.5,-0.114266513,0.023548495,35,125
绩效数据,0.014615111,0.547619048,-0.113547248,0.022327258,55,115
绩效数据,0.014647637,0.5,-0.113441622,0.020867636,150,25
绩效数据,0.014425405,0.5,-0.113219036,0.025884468,10,50
绩效数据,0.015113166,0.476190476,-0.112792076,0.025888908,205,95
绩效数据,0.014769167,0.523809524,-0.112507399,0.026468115,5,135
绩效数据,0.015179472,0.523809524,-0.11229427,0.025809251,100,185
绩效数据,0.015251809,0.523809524,-0.111727471,0.02507464,185,60
绩效数据,0.015388281,0.476190476,-0.11159948,0.026825646,210,95
绩效数据,0.015294296,0.547619048,-0.111489794,0.026762663,150,80
绩效数据,0.015365075,0.476190476,-0.111323147,0.027184384,165,105
绩效数据,0.015219781,0.547619048,-0.11118623,0.024054306,140,60
绩效数据,0.015171027,0.571428571,-0.110779236,0.021753724,75,75
绩效数据,0.015505219,0.547619048,-0.110601366,0.028399368,135,120
绩效数据,0.014970544,0.571428571,-0.110349833,0.032453326,5,15
绩效数据,0.015350633,0.571428571,-0.110092229,0.02340018,75,90
绩效数据,0.015189196,0.571428571,-0.109943714,0.020347242,45,35
绩效数据,0.015175113,0.547619048,-0.109900338,0.025294507,45,15
绩效数据,0.015616793,0.571428571,-0.109346115,0.024431914,120,70
绩效数据,0.01608127,0.5,-0.108380349,0.029364584,210,85
绩效数据,0.015706504,0.523809524,-0.108051519,0.023457642,95,10
绩效数据,0.015950893,0.595238095,-0.107906057,0.024621123,30,170
绩效数据,0.016273202,0.547619048,-0.107087432,0.024380518,215,20
绩效数据,0.016324094,0.523809524,-0.107079431,0.03155401,165,115
绩效数据,0.01640677,0.5,-0.10661618,0.029036074,160,110
绩效数据,0.016174402,0.571428571,-0.106302828,0.024284076,60,90
绩效数据,0.016323592,0.523809524,-0.105943016,0.024912324,110,65
绩效数据,0.016240837,0.523809524,-0.105697779,0.024629439,105,10
绩效数据,0.016272487,0.523809524,-0.105635493,0.025319337,115,10
绩效数据,0.01668378,0.523809524,-0.10536449,0.030606594,150,120
绩效数据,0.016675021,0.571428571,-0.105245382,0.027031466,95,130
绩效数据,0.016788995,0.5,-0.10519747,0.029669894,190,110
绩效数据,0.016709541,0.571428571,-0.105077164,0.026736316,90,130
绩效数据,0.016530734,0.547619048,-0.10506646,0.024913318,115,65
绩效数据,0.016962676,0.476190476,-0.104410377,0.032061337,210,90
绩效数据,0.016739083,0.571428571,-0.104313611,0.026559376,95,95
绩效数据,0.016490982,0.523809524,-0.104175582,0.02786167,65,15
绩效数据,0.016965665,0.523809524,-0.103990729,0.030074205,130,115
绩效数据,0.016955591,0.547619048,-0.10393222,0.026169238,195,20
绩效数据,0.017013026,0.547619048,-0.103734257,0.025066891,20,210
绩效数据,0.016870138,0.571428571,-0.103174173,0.025522276,75,70
绩效数据,0.017275666,0.5,-0.10273735,0.0312422,165,110
绩效数据,0.01698283,0.523809524,-0.102451589,0.026218094,110,10
绩效数据,0.017107072,0.547619048,-0.102401484,0.0266378,70,100
绩效数据,0.017071603,0.523809524,-0.102322026,0.027030976,145,10
绩效数据,0.016921556,0.571428571,-0.102189161,0.030930469,10,55
绩效数据,0.017451666,0.476190476,-0.102015073,0.030162763,185,100
绩效数据,0.017173318,0.547619048,-0.10182189,0.026740824,80,65
绩效数据,0.017424471,0.595238095,-0.101093927,0.027552013,115,70
绩效数据,0.017535447,0.547619048,-0.100787303,0.029487102,145,50
绩效数据,0.017753861,0.523809524,-0.100466903,0.032897329,155,105
绩效数据,0.017426782,0.571428571,-0.100074626,0.024843566,55,30
绩效数据,0.017936578,0.523809524,-0.099861665,0.033011502,100,190
绩效数据,0.017642954,0.523809524,-0.099810968,0.027601743,150,10
绩效数据,0.017761204,0.547619048,-0.099730223,0.027726208,10,180
绩效数据,0.017777401,0.619047619,-0.098852241,0.026852983,30,80
绩效数据,0.018164534,0.5,-0.098612378,0.033278434,150,110
绩效数据,0.018171774,0.523809524,-0.098492314,0.024602927,10,215
绩效数据,0.018094393,0.595238095,-0.098279773,0.026562382,115,80
绩效数据,0.018423116,0.452380952,-0.097879544,0.034955498,205,105
绩效数据,0.017904871,0.523809524,-0.097660186,0.036988422,20,15
绩效数据,0.018496426,0.523809524,-0.096614512,0.031092154,5,200
绩效数据,0.018610583,0.571428571,-0.095973161,0.031668747,150,50
绩效数据,0.018850718,0.476190476,-0.095724464,0.034039215,180,110
绩效数据,0.018636219,0.523809524,-0.095319707,0.028870821,15,135
绩效数据,0.019171278,0.5,-0.094508677,0.034814361,220,95
绩效数据,0.018870766,0.547619048,-0.094329948,0.029364459,45,115
绩效数据,0.019218974,0.476190476,-0.094230807,0.034993772,200,105
绩效数据,0.018702366,0.547619048,-0.09407965,0.03056894,5,25
绩效数据,0.018954886,0.547619048,-0.093995553,0.040576471,5,160
绩效数据,0.018806107,0.523809524,-0.093960066,0.031575694,70,15
绩效数据,0.019380974,0.452380952,-0.093557265,0.03351024,215,100
绩效数据,0.019305655,0.523809524,-0.093493992,0.035416456,145,120
绩效数据,0.019277202,0.547619048,-0.093415725,0.02975241,190,20
绩效数据,0.019095389,0.523809524,-0.093271174,0.02898847,65,85
绩效数据,0.019327959,0.547619048,-0.092878787,0.032889473,155,50
绩效数据,0.019156098,0.619047619,-0.092263592,0.03383198,25,30
绩效数据,0.01966922,0.5,-0.092227234,0.036220725,215,95
绩效数据,0.019673778,0.547619048,-0.091715565,0.032944713,165,60
绩效数据,0.019356287,0.523809524,-0.091638556,0.032499454,75,15
绩效数据,0.019385605,0.523809524,-0.091306045,0.030379796,10,65
绩效数据,0.019828306,0.523809524,-0.091082677,0.038063941,150,105
绩效数据,0.019511878,0.595238095,-0.09068887,0.038388549,20,35
绩效数据,0.019726868,0.547619048,-0.09054787,0.030826981,90,75
绩效数据,0.019943483,0.571428571,-0.090498698,0.033050226,175,50
绩效数据,0.019991619,0.523809524,-0.090361566,0.035887702,140,120
绩效数据,0.020019432,0.523809524,-0.090291951,0.037352633,170,100
绩效数据,0.019791115,0.523809524,-0.089895302,0.029558003,100,10
绩效数据,0.020232755,0.5,-0.089570471,0.034836225,185,110
绩效数据,0.020197033,0.523809524,-0.089344105,0.03413856,160,60
绩效数据,0.020180716,0.619047619,-0.088727463,0.031808212,125,55
绩效数据,0.020134323,0.619047619,-0.088448715,0.031297499,50,80
绩效数据,0.020471192,0.476190476,-0.088390501,0.038769849,190,100
绩效数据,0.020180469,0.595238095,-0.088379394,0.028640739,60,80
绩效数据,0.020285088,0.5,-0.088260207,0.029361117,155,25
绩效数据,0.020472984,0.547619048,-0.088109626,0.031597977,205,20
绩效数据,0.020478758,0.547619048,-0.087999678,0.033757116,150,60
绩效数据,0.020561645,0.523809524,-0.087882378,0.037944456,175,100
绩效数据,0.0203329,0.619047619,-0.087841284,0.031817311,110,55
绩效数据,0.020493839,0.619047619,-0.087032068,0.032822347,90,60
绩效数据,0.020361085,0.571428571,-0.08694344,0.032120752,50,10
绩效数据,0.021004439,0.476190476,-0.086205443,0.037504177,220,100
绩效数据,0.020812358,0.547619048,-0.085027514,0.031897222,70,10
绩效数据,0.021157581,0.547619048,-0.084982187,0.033112569,25,190
绩效数据,0.021196096,0.547619048,-0.084836961,0.032714028,200,20
绩效数据,0.021221466,0.523809524,-0.084778803,0.033789325,25,220
绩效数据,0.021224434,0.571428571,-0.084709152,0.035342966,170,50
绩效数据,0.020976227,0.595238095,-0.084207495,0.039457268,5,50
绩效数据,0.021005933,0.571428571,-0.08416978,0.03039595,50,30
绩效数据,0.021152591,0.523809524,-0.084093077,0.032252602,80,70
绩效数据,0.021020545,0.595238095,-0.083999964,0.037295421,35,15
绩效数据,0.021077617,0.523809524,-0.083771514,0.031949387,40,20
绩效数据,0.021545371,0.5,-0.083466625,0.03977263,180,100
绩效数据,0.021354147,0.571428571,-0.08257843,0.037430609,55,15
绩效数据,0.021374578,0.571428571,-0.082444337,0.036196506,45,10
绩效数据,0.021800597,0.547619048,-0.082170667,0.04033356,130,120
绩效数据,0.021825656,0.523809524,-0.082028858,0.035838311,225,10
绩效数据,0.021484688,0.571428571,-0.081945873,0.03814195,40,10
绩效数据,0.021693859,0.5,-0.081727289,0.03428706,30,130
绩效数据,0.021764609,0.547619048,-0.081411451,0.03208286,85,75
绩效数据,0.021741788,0.523809524,-0.080909151,0.036360414,10,70
绩效数据,0.022081002,0.547619048,-0.08088527,0.036257596,230,10
绩效数据,0.022106687,0.619047619,-0.080738556,0.034239757,15,210
绩效数据,0.022163369,0.571428571,-0.08047324,0.030944423,10,210
绩效数据,0.022054871,0.571428571,-0.080048375,0.032368303,60,85
绩效数据,0.022097785,0.571428571,-0.079959106,0.034966802,95,70
绩效数据,0.022239727,0.571428571,-0.079690434,0.035646076,20,180
绩效数据,0.022209829,0.5,-0.079458703,0.035943282,55,110
绩效数据,0.02251482,0.523809524,-0.078940093,0.037246695,235,10
绩效数据,0.022416608,0.619047619,-0.078434867,0.034924605,85,60
绩效数据,0.022625908,0.523809524,-0.078062133,0.034728233,185,20
绩效数据,0.022726573,0.5,-0.078059198,0.034625489,235,35
绩效数据,0.022411928,0.571428571,-0.077758572,0.038424561,5,40
绩效数据,0.02293791,0.476190476,-0.077418967,0.043521739,210,105
绩效数据,0.022721851,0.523809524,-0.077171904,0.036591396,155,10
绩效数据,0.022571376,0.595238095,-0.077049628,0.03962973,30,10
绩效数据,0.023093639,0.452380952,-0.076662385,0.042241292,205,100
绩效数据,0.022848004,0.5,-0.076139605,0.033799197,60,30
绩效数据,0.023148716,0.595238095,-0.076027982,0.034847352,20,200
绩效数据,0.022989021,0.523809524,-0.075596002,0.035163023,25,75
绩效数据,0.023050098,0.523809524,-0.075407138,0.032424099,85,30
绩效数据,0.023103353,0.5,-0.075371655,0.031929204,115,30
绩效数据,0.023333295,0.571428571,-0.075170014,0.039381001,165,50
